"Name","Fill_rate","Normal_capacity","Reserve","Date"
"Al Massira","18","2657","477.9","2018-01-07"
"Oued El Makhazine","94","672.9","632.6","2019-01-08"
"Oued El Makhazine","50.4","672.9","339","2018-01-08"
"Hassan II","70.9","392.31","278.28","2019-01-08"
"Hassan II","16.7","392.31","65.4","2018-01-08"
"Oued ZA","98.6","94.9","93.5","2019-01-08"
"Oued ZA","19.1","94.9","18.1","2018-01-08"
"Mohamed V","77.2","239.5","184.8","2019-01-08"
"Mohamed V","7.2","239.5","17.3","2018-01-08"
"Idriss 1er","77","1129.6","870.1","2019-01-08"
"Idriss 1er","40","1129.6","451.8","2018-01-08"
"Al Wahda","61","3522.3","2150","2019-01-08"
"Al Wahda","44","3522.3","1549.4","2018-01-08"
"El Kensera","98.9","216.4","214","2019-01-08"
"El Kensera","46","216.4","99.7","2018-01-08"
"Bin El Ouidane","73.6","1215.5","894.1","2019-01-08"
"Bin El Ouidane","18.2","1215.5","221.7","2018-01-08"
"Al Hanssali","56.6","668.2","378.5","2019-01-08"
"Al Hanssali","40.2","668.2","268.6","2018-01-08"
"Al Massira","29.8","2657","790.7","2019-01-08"
"Al Massira","18.1","2657","480.7","2018-01-08"
"Oued El Makhazine","94","672.9","632.6","2019-01-09"
"Oued El Makhazine","51.2","672.9","344.2","2018-01-09"
"Hassan II","70.9","392.31","278.28","2019-01-09"
"Hassan II","16.7","392.31","65.4","2018-01-09"
"Oued ZA","98.6","94.9","93.6","2019-01-09"
"Oued ZA","19.1","94.9","18.2","2018-01-09"
"Mohamed V","77.2","239.5","184.8","2019-01-09"
"Mohamed V","7.2","239.5","17.3","2018-01-09"
"Idriss 1er","77","1129.6","870.1","2019-01-09"
"Idriss 1er","40.1","1129.6","453.2","2018-01-09"
"Al Wahda","61.1","3522.3","2151.9","2019-01-09"
"Al Wahda","44.3","3522.3","1559.2","2018-01-09"
"El Kensera","99","216.4","214.2","2019-01-09"
"El Kensera","46.6","216.4","100.9","2018-01-09"
"Bin El Ouidane","73.6","1215.5","894.1","2019-01-09"
"Bin El Ouidane","18.4","1215.5","224","2018-01-09"
"Al Hanssali","56.8","668.2","379.5","2019-01-09"
"Al Hanssali","41.3","668.2","276","2018-01-09"
"Al Massira","29.6","2657","787","2019-01-09"
"Al Massira","18.1","2657","480.2","2018-01-09"
"Oued El Makhazine","94.1","672.9","632.9","2019-01-10"
"Oued El Makhazine","51.8","672.9","348.9","2018-01-10"
"Hassan II","70.9","392.31","278.28","2019-01-10"
"Hassan II","16.7","392.31","65.4","2018-01-10"
"Oued ZA","98.6","94.9","93.6","2019-01-10"
"Oued ZA","19.3","94.9","18.3","2018-01-10"
"Mohamed V","76.4","239.5","182.9","2019-01-10"
"Mohamed V","7.2","239.5","17.3","2018-01-10"
"Idriss 1er","77.1","1129.6","871.1","2019-01-10"
"Idriss 1er","40.3","1129.6","454.9","2018-01-10"
"Al Wahda","61.1","3522.3","2151","2019-01-10"
"Al Wahda","44.7","3522.3","1572.8","2018-01-10"
"El Kensera","99.1","216.4","214.4","2019-01-10"
"El Kensera","48.3","216.4","104.5","2018-01-10"
"Bin El Ouidane","73.5","1215.5","892.9","2019-01-10"
"Bin El Ouidane","18.5","1215.5","225.2","2018-01-10"
"Al Hanssali","57","668.2","380.6","2019-01-10"
"Al Hanssali","41.7","668.2","278.8","2018-01-10"
"Al Massira","29.6","2657","787","2019-01-10"
"Al Massira","18.1","2657","480.2","2018-01-10"
"Oued El Makhazine","94.1","672.9","632.9","2019-01-11"
"Oued El Makhazine","54.7","672.9","367.9","2018-01-11"
"Hassan II","70.9","392.31","278.28","2019-01-11"
"Hassan II","16.7","392.31","65.5","2018-01-11"
"Oued ZA","98.6","94.9","93.6","2019-01-11"
"Oued ZA","19.5","94.9","18.5","2018-01-11"
"Mohamed V","74.8","239.5","179.1","2019-01-11"
"Mohamed V","7.3","239.5","17.4","2018-01-11"
"Idriss 1er","77.3","1129.6","873.1","2019-01-11"
"Idriss 1er","40.4","1129.6","456.6","2018-01-11"
"Al Wahda","61","3522.3","2150","2019-01-11"
"Al Wahda","45.5","3522.3","1601.8","2018-01-11"
"El Kensera","99.1","216.4","214.6","2019-01-11"
"El Kensera","49.5","216.4","107.2","2018-01-11"
"Bin El Ouidane","73.5","1215.5","893.2","2019-01-11"
"Bin El Ouidane","18.6","1215.5","226.3","2018-01-11"
"Al Hanssali","57.2","668.2","382","2019-01-11"
"Al Hanssali","42.5","668.2","283.7","2018-01-11"
"Al Massira","29.4","2657","780.3","2019-01-11"
"Al Massira","18.1","2657","481.1","2018-01-11"
"Oued El Makhazine","94.1","672.9","633.3","2019-01-12"
"Oued El Makhazine","55.2","672.9","371.7","2018-01-12"
"Hassan II","70.9","392.31","278.28","2019-01-12"
"Hassan II","16.7","392.31","65.4","2018-01-12"
"Oued ZA","98.7","94.9","93.6","2019-01-12"
"Oued ZA","19.6","94.9","18.6","2018-01-12"
"Mohamed V","74.1","239.5","177.6","2019-01-12"
"Mohamed V","7.3","239.5","17.5","2018-01-12"
"Idriss 1er","77.3","1129.6","873.1","2019-01-12"
"Idriss 1er","40.9","1129.6","461.5","2018-01-12"
"Al Wahda","61","3522.3","2149.1","2019-01-12"
"Al Wahda","45.9","3522.3","1616.4","2018-01-12"
"El Kensera","99.2","216.4","214.8","2019-01-12"
"El Kensera","50.5","216.4","109.3","2018-01-12"
"Bin El Ouidane","73.6","1215.5","894.1","2019-01-12"
"Bin El Ouidane","18.7","1215.5","227.2","2018-01-12"
"Al Hanssali","57.4","668.2","383.3","2019-01-12"
"Al Hanssali","42.9","668.2","286.9","2018-01-12"
"Al Massira","29.5","2657","782.7","2019-01-12"
"Al Massira","18.2","2657","484.4","2018-01-12"
"Oued El Makhazine","94.1","672.9","633.3","2019-01-13"
"Oued El Makhazine","55.6","672.9","374.1","2018-01-13"
"Hassan II","70.9","392.31","278.28","2019-01-13"
"Hassan II","16.7","392.31","65.4","2018-01-13"
"Oued ZA","98.7","94.9","93.6","2019-01-13"
"Oued ZA","19.8","94.9","18.8","2018-01-13"
"Mohamed V","74.1","239.5","177.6","2019-01-13"
"Mohamed V","9.5","239.5","22.8","2018-01-13"
"Idriss 1er","77.3","1129.6","873.6","2019-01-13"
"Idriss 1er","41.2","1129.6","465.3","2018-01-13"
"Al Wahda","61","3522.3","2149.1","2019-01-13"
"Al Wahda","46.2","3522.3","1626.4","2018-01-13"
"El Kensera","99.4","216.4","215.1","2019-01-13"
"El Kensera","51.5","216.4","111.5","2018-01-13"
"Bin El Ouidane","73.6","1215.5","894.7","2019-01-13"
"Bin El Ouidane","18.8","1215.5","228.3","2018-01-13"
"Al Hanssali","57.5","668.2","384.5","2019-01-13"
"Al Hanssali","43.2","668.2","288.6","2018-01-13"
"Al Massira","29.4","2657","780.3","2019-01-13"
"Al Massira","18.3","2657","485.3","2018-01-13"
"Oued El Makhazine","94.2","672.9","633.6","2019-01-14"
"Oued El Makhazine","55.8","672.9","375.7","2018-01-14"
"Hassan II","71","392.31","278.38","2019-01-14"
"Hassan II","16.7","392.31","65.4","2018-01-14"
"Oued ZA","98.8","94.9","93.7","2019-01-14"
"Oued ZA","19.8","94.9","18.8","2018-01-14"
"Mohamed V","73.4","239.5","175.7","2019-01-14"
"Mohamed V","10.2","239.5","24.4","2018-01-14"
"Idriss 1er","77.2","1129.6","872.1","2019-01-14"
"Idriss 1er","41.3","1129.6","467","2018-01-14"
"Al Wahda","61","3522.3","2147.3","2019-01-14"
"Al Wahda","46.4","3522.3","1635.8","2018-01-14"
"El Kensera","99.6","216.4","215.5","2019-01-14"
"El Kensera","52","216.4","112.6","2018-01-14"
"Bin El Ouidane","73.7","1215.5","895.6","2019-01-14"
"Bin El Ouidane","18.8","1215.5","229","2018-01-14"
"Al Hanssali","57.6","668.2","385","2019-01-14"
"Al Hanssali","43.4","668.2","290.3","2018-01-14"
"Al Massira","29.3","2657","778.4","2019-01-14"
"Al Massira","18.3","2657","486.7","2018-01-14"
"Oued El Makhazine","94.2","672.9","633.6","2019-01-15"
"Oued El Makhazine","56.2","672.9","378.5","2018-01-15"
"Hassan II","71","392.31","278.38","2019-01-15"
"Hassan II","16.7","392.31","65.4","2018-01-15"
"Oued ZA","98.8","94.9","93.7","2019-01-15"
"Oued ZA","20.1","94.9","19","2018-01-15"
"Mohamed V","72","239.5","172.4","2019-01-15"
"Mohamed V","10.7","239.5","25.7","2018-01-15"
"Idriss 1er","77.2","1129.6","872.1","2019-01-15"
"Idriss 1er","41.6","1129.6","469.4","2018-01-15"
"Al Wahda","61","3522.3","2147.3","2019-01-15"
"Al Wahda","46.7","3522.3","1644.3","2018-01-15"
"El Kensera","99.4","216.4","215.1","2019-01-15"
"El Kensera","52.2","216.4","112.9","2018-01-15"
"Bin El Ouidane","73.8","1215.5","896.5","2019-01-15"
"Bin El Ouidane","18.9","1215.5","229.6","2018-01-15"
"Al Hanssali","57.7","668.2","385.4","2019-01-15"
"Al Hanssali","43.8","668.2","292.6","2018-01-15"
"Al Massira","29.3","2657","778.4","2019-01-15"
"Al Massira","18.4","2657","488.6","2018-01-15"
"Oued El Makhazine","94.1","672.9","633.3","2019-01-16"
"Oued El Makhazine","56.5","672.9","380.4","2018-01-16"
"Hassan II","71","392.31","278.38","2019-01-16"
"Hassan II","16.7","392.31","65.4","2018-01-16"
"Oued ZA","98.8","94.9","93.7","2019-01-16"
"Oued ZA","20.2","94.9","19.2","2018-01-16"
"Mohamed V","70.6","239.5","169.2","2019-01-16"
"Mohamed V","10.8","239.5","25.9","2018-01-16"
"Idriss 1er","77.2","1129.6","872.1","2019-01-16"
"Idriss 1er","41.7","1129.6","470.5","2018-01-16"
"Al Wahda","60.9","3522.3","2146.4","2019-01-16"
"Al Wahda","46.9","3522.3","1651.4","2018-01-16"
"El Kensera","98.6","216.4","213.5","2019-01-16"
"El Kensera","52.6","216.4","113.8","2018-01-16"
"Bin El Ouidane","73.8","1215.5","897.1","2019-01-16"
"Bin El Ouidane","19","1215.5","230.4","2018-01-16"
"Al Hanssali","57.7","668.2","385.4","2019-01-16"
"Al Hanssali","44.1","668.2","294.9","2018-01-16"
"Al Massira","29.3","2657","778.4","2019-01-16"
"Al Massira","18.4","2657","490","2018-01-16"
"Oued El Makhazine","94.1","672.9","633.3","2019-01-17"
"Oued El Makhazine","56.7","672.9","381.5","2018-01-17"
"Hassan II","71","392.31","278.38","2019-01-17"
"Hassan II","16.7","392.31","65.4","2018-01-17"
"Oued ZA","98.8","94.9","93.7","2019-01-17"
"Oued ZA","20.4","94.9","19.4","2018-01-17"
"Mohamed V","70.2","239.5","168.1","2019-01-17"
"Mohamed V","9.6","239.5","23","2018-01-17"
"Idriss 1er","77.6","1129.6","876.1","2019-01-17"
"Idriss 1er","41.8","1129.6","472.6","2018-01-17"
"Al Wahda","60.9","3522.3","2145.5","2019-01-17"
"Al Wahda","47","3522.3","1656.1","2018-01-17"
"El Kensera","98","216.4","212.2","2019-01-17"
"El Kensera","53.4","216.4","115.7","2018-01-17"
"Bin El Ouidane","73.7","1215.5","896.2","2019-01-17"
"Bin El Ouidane","19","1215.5","231.2","2018-01-17"
"Al Hanssali","57.7","668.2","385.4","2019-01-17"
"Al Hanssali","44.4","668.2","296.4","2018-01-17"
"Al Massira","29.2","2657","774.8","2019-01-17"
"Al Massira","18.5","2657","490.4","2018-01-17"
"Oued El Makhazine","94.2","672.9","633.6","2019-01-18"
"Oued El Makhazine","56.9","672.9","382.8","2018-01-18"
"Hassan II","71","392.31","278.38","2019-01-18"
"Hassan II","16.7","392.31","65.4","2018-01-18"
"Oued ZA","98.8","94.9","93.8","2019-01-18"
"Oued ZA","20.6","94.9","19.6","2018-01-18"
"Mohamed V","69.7","239.5","167","2019-01-18"
"Mohamed V","9.7","239.5","23.1","2018-01-18"
"Idriss 1er","77.6","1129.6","876.6","2019-01-18"
"Idriss 1er","42","1129.6","474.7","2018-01-18"
"Al Wahda","60.9","3522.3","2144.5","2019-01-18"
"Al Wahda","47.1","3522.3","1659.2","2018-01-18"
"El Kensera","97.5","216.4","211","2019-01-18"
"El Kensera","53.8","216.4","116.4","2018-01-18"
"Bin El Ouidane","73.7","1215.5","895.6","2019-01-18"
"Bin El Ouidane","19.1","1215.5","231.7","2018-01-18"
"Al Hanssali","57.6","668.2","385","2019-01-18"
"Al Hanssali","44.6","668.2","297.7","2018-01-18"
"Al Massira","28.8","2657","764.5","2019-01-18"
"Al Massira","18.4","2657","490","2018-01-18"
"Oued El Makhazine","94.2","672.9","634","2019-01-19"
"Oued El Makhazine","57","672.9","383.7","2018-01-19"
"Hassan II","71","392.31","278.38","2019-01-19"
"Hassan II","16.7","392.31","65.4","2018-01-19"
"Oued ZA","98.8","94.9","93.8","2019-01-19"
"Oued ZA","20.8","94.9","19.7","2018-01-19"
"Mohamed V","68.7","239.5","164.5","2019-01-19"
"Mohamed V","9.7","239.5","23.3","2018-01-19"
"Idriss 1er","77.5","1129.6","875.1","2019-01-19"
"Idriss 1er","42.3","1129.6","477.5","2018-01-19"
"Al Wahda","60.9","3522.3","2143.6","2019-01-19"
"Al Wahda","47.2","3522.3","1663.1","2018-01-19"
"El Kensera","97.3","216.4","210.7","2019-01-19"
"El Kensera","54.1","216.4","117.1","2018-01-19"
"Bin El Ouidane","73.6","1215.5","895","2019-01-19"
"Bin El Ouidane","19.1","1215.5","232.1","2018-01-19"
"Al Hanssali","57.7","668.2","385.2","2019-01-19"
"Al Hanssali","44.7","668.2","299","2018-01-19"
"Al Massira","28.6","2657","760.3","2019-01-19"
"Al Massira","18.4","2657","489.5","2018-01-19"
"Oued El Makhazine","94.5","672.9","636.1","2019-01-20"
"Oued El Makhazine","57.2","672.9","384.8","2018-01-20"
"Hassan II","71","392.31","278.38","2019-01-20"
"Hassan II","16.7","392.31","65.4","2018-01-20"
"Oued ZA","98.8","94.9","93.8","2019-01-20"
"Oued ZA","21.1","94.9","20","2018-01-20"
"Mohamed V","67.7","239.5","162.1","2019-01-20"
"Mohamed V","9.8","239.5","23.4","2018-01-20"
"Idriss 1er","77.5","1129.6","875.1","2019-01-20"
"Idriss 1er","42.4","1129.6","478.5","2018-01-20"
"Al Wahda","61","3522.3","2149.1","2019-01-20"
"Al Wahda","47.3","3522.3","1667.1","2018-01-20"
"El Kensera","97.7","216.4","211.4","2019-01-20"
"El Kensera","54.1","216.4","117.2","2018-01-20"
"Bin El Ouidane","73.6","1215.5","894.4","2019-01-20"
"Bin El Ouidane","19.1","1215.5","232.5","2018-01-20"
"Al Hanssali","57.7","668.2","385.6","2019-01-20"
"Al Hanssali","45","668.2","300.7","2018-01-20"
"Al Massira","28.5","2657","758.5","2019-01-20"
"Al Massira","18.4","2657","489.5","2018-01-20"
"Oued El Makhazine","96","672.9","645.8","2019-01-21"
"Oued El Makhazine","57.3","672.9","385.6","2018-01-21"
"Hassan II","71","392.31","278.48","2019-01-21"
"Hassan II","16.7","392.31","65.4","2018-01-21"
"Oued ZA","98.9","94.9","93.8","2019-01-21"
"Oued ZA","21.3","94.9","20.2","2018-01-21"
"Mohamed V","66.8","239.5","160","2019-01-21"
"Mohamed V","9.9","239.5","23.6","2018-01-21"
"Idriss 1er","77.7","1129.6","878","2019-01-21"
"Idriss 1er","42.5","1129.6","480.3","2018-01-21"
"Al Wahda","61.5","3522.3","2164.7","2019-01-21"
"Al Wahda","47.4","3522.3","1670.2","2018-01-21"
"El Kensera","98.6","216.4","213.5","2019-01-21"
"El Kensera","54.2","216.4","117.3","2018-01-21"
"Bin El Ouidane","73.6","1215.5","894.1","2019-01-21"
"Bin El Ouidane","19.2","1215.5","233.3","2018-01-21"
"Al Hanssali","58.1","668.2","387.9","2019-01-21"
"Al Hanssali","45.2","668.2","302","2018-01-21"
"Al Massira","28.7","2657","762.1","2019-01-21"
"Al Massira","18.4","2657","488.1","2018-01-21"
"Oued El Makhazine","96.1","672.9","646.9","2019-01-22"
"Oued El Makhazine","57.4","672.9","386.1","2018-01-22"
"Hassan II","71","392.31","278.48","2019-01-22"
"Hassan II","16.7","392.31","65.4","2018-01-22"
"Oued ZA","99.1","94.9","94","2019-01-22"
"Oued ZA","21.4","94.9","20.3","2018-01-22"
"Mohamed V","66.2","239.5","158.6","2019-01-22"
"Mohamed V","9.9","239.5","23.7","2018-01-22"
"Idriss 1er","78.4","1129.6","886","2019-01-22"
"Idriss 1er","42.6","1129.6","481","2018-01-22"
"Al Wahda","61.6","3522.3","2171.1","2019-01-22"
"Al Wahda","47.5","3522.3","1673.4","2018-01-22"
"El Kensera","99.7","216.4","215.9","2019-01-22"
"El Kensera","54.2","216.4","117.3","2018-01-22"
"Bin El Ouidane","73.5","1215.5","893.8","2019-01-22"
"Bin El Ouidane","19.2","1215.5","233.8","2018-01-22"
"Al Hanssali","58.1","668.2","387.9","2019-01-22"
"Al Hanssali","45.4","668.2","303.3","2018-01-22"
"Al Massira","28.7","2657","762.1","2019-01-22"
"Al Massira","18.4","2657","488.6","2018-01-22"
"Oued El Makhazine","96.3","672.9","647.9","2019-01-23"
"Oued El Makhazine","57.5","672.9","386.7","2018-01-23"
"Hassan II","71.1","392.31","278.88","2019-01-23"
"Hassan II","16.7","392.31","65.4","2018-01-23"
"Oued ZA","99.1","94.9","94","2019-01-23"
"Oued ZA","21.5","94.9","20.4","2018-01-23"
"Mohamed V","68.1","239.5","163.1","2019-01-23"
"Mohamed V","9.9","239.5","23.7","2018-01-23"
"Idriss 1er","78.8","1129.6","890","2019-01-23"
"Idriss 1er","42.6","1129.6","481.7","2018-01-23"
"Al Wahda","61.8","3522.3","2175.7","2019-01-23"
"Al Wahda","47.6","3522.3","1674.9","2018-01-23"
"El Kensera","99.3","216.4","214.9","2019-01-23"
"El Kensera","54.3","216.4","117.6","2018-01-23"
"Bin El Ouidane","73.5","1215.5","893.2","2019-01-23"
"Bin El Ouidane","19.3","1215.5","234.8","2018-01-23"
"Al Hanssali","58.1","668.2","388.3","2019-01-23"
"Al Hanssali","45.6","668.2","304.5","2018-01-23"
"Al Massira","28.6","2657","760.3","2019-01-23"
"Al Massira","18.4","2657","488.1","2018-01-23"
"Oued El Makhazine","96.7","672.9","650.5","2019-01-24"
"Oued El Makhazine","57.6","672.9","387.2","2018-01-24"
"Hassan II","71.1","392.31","278.98","2019-01-24"
"Hassan II","16.7","392.31","65.4","2018-01-24"
"Oued ZA","99.2","94.9","94.1","2019-01-24"
"Oued ZA","21.6","94.9","20.5","2018-01-24"
"Mohamed V","68.4","239.5","163.8","2019-01-24"
"Mohamed V","9.9","239.5","23.7","2018-01-24"
"Idriss 1er","79.4","1129.6","896.5","2019-01-24"
"Idriss 1er","42.7","1129.6","482.4","2018-01-24"
"Al Wahda","61.9","3522.3","2180.3","2019-01-24"
"Al Wahda","47.6","3522.3","1676.5","2018-01-24"
"El Kensera","98.7","216.4","213.6","2019-01-24"
"El Kensera","54.4","216.4","117.8","2018-01-24"
"Bin El Ouidane","73.4","1215.5","892.3","2019-01-24"
"Bin El Ouidane","19.4","1215.5","235.6","2018-01-24"
"Al Hanssali","58.2","668.2","388.6","2019-01-24"
"Al Hanssali","45.8","668.2","305.7","2018-01-24"
"Al Massira","28.7","2657","762.7","2019-01-24"
"Al Massira","18.4","2657","488.1","2018-01-24"
"Oued El Makhazine","97","672.9","652.6","2019-01-25"
"Oued El Makhazine","57.7","672.9","388.1","2018-01-25"
"Hassan II","71.1","392.31","279.09","2019-01-25"
"Hassan II","16.7","392.31","65.4","2018-01-25"
"Oued ZA","99.1","94.9","94","2019-01-25"
"Oued ZA","21.7","94.9","20.6","2018-01-25"
"Mohamed V","68.7","239.5","164.5","2019-01-25"
"Mohamed V","9.9","239.5","23.7","2018-01-25"
"Idriss 1er","79.9","1129.6","903.1","2019-01-25"
"Idriss 1er","42.8","1129.6","483.1","2018-01-25"
"Al Wahda","62.1","3522.3","2187.6","2019-01-25"
"Al Wahda","47.7","3522.3","1678.9","2018-01-25"
"El Kensera","97.9","216.4","211.8","2019-01-25"
"El Kensera","54.7","216.4","118.4","2018-01-25"
"Bin El Ouidane","73.4","1215.5","891.7","2019-01-25"
"Bin El Ouidane","19.4","1215.5","236.4","2018-01-25"
"Al Hanssali","58.1","668.2","388.3","2019-01-25"
"Al Hanssali","46","668.2","307.1","2018-01-25"
"Al Massira","28.7","2657","763.3","2019-01-25"
"Al Massira","18.4","2657","488.1","2018-01-25"
"Oued El Makhazine","97.3","672.9","654.8","2019-01-26"
"Oued El Makhazine","57.8","672.9","388.6","2018-01-26"
"Hassan II","71.2","392.31","279.28","2019-01-26"
"Hassan II","16.7","392.31","65.4","2018-01-26"
"Oued ZA","99.2","94.9","94.1","2019-01-26"
"Oued ZA","21.8","94.9","20.7","2018-01-26"
"Mohamed V","69.7","239.5","167","2019-01-26"
"Mohamed V","7.7","239.5","18.4","2018-01-26"
"Idriss 1er","80.8","1129.6","912.2","2019-01-26"
"Idriss 1er","42.8","1129.6","483.4","2018-01-26"
"Al Wahda","62.3","3522.3","2194","2019-01-26"
"Al Wahda","47.7","3522.3","1681.3","2018-01-26"
"El Kensera","97.9","216.4","212","2019-01-26"
"El Kensera","54.8","216.4","118.6","2018-01-26"
"Bin El Ouidane","73.3","1215.5","890.5","2019-01-26"
"Bin El Ouidane","19.5","1215.5","237.2","2018-01-26"
"Al Hanssali","58.1","668.2","388.4","2019-01-26"
"Al Hanssali","46.1","668.2","308.1","2018-01-26"
"Al Massira","28.8","2657","763.9","2019-01-26"
"Al Massira","18.4","2657","488.6","2018-01-26"
"Oued El Makhazine","97.5","672.9","655.9","2019-01-27"
"Oued El Makhazine","57.8","672.9","389.2","2018-01-27"
"Hassan II","71.2","392.31","279.28","2019-01-27"
"Hassan II","16.7","392.31","65.4","2018-01-27"
"Oued ZA","99.2","94.9","94.1","2019-01-27"
"Oued ZA","22","94.9","20.9","2018-01-27"
"Mohamed V","69.9","239.5","167.4","2019-01-27"
"Mohamed V","7.7","239.5","18.4","2018-01-27"
"Idriss 1er","81.1","1129.6","916.2","2019-01-27"
"Idriss 1er","42.8","1129.6","483.8","2018-01-27"
"Al Wahda","62.4","3522.3","2197.7","2019-01-27"
"Al Wahda","47.8","3522.3","1682.9","2018-01-27"
"El Kensera","97.9","216.4","211.8","2019-01-27"
"El Kensera","54.8","216.4","118.7","2018-01-27"
"Bin El Ouidane","73.1","1215.5","888.4","2019-01-27"
"Bin El Ouidane","19.6","1215.5","238","2018-01-27"
"Al Hanssali","58.2","668.2","389.2","2019-01-27"
"Al Hanssali","46.3","668.2","309.5","2018-01-27"
"Al Massira","28.8","2657","763.9","2019-01-27"
"Al Massira","18.4","2657","488.6","2018-01-27"
"Oued El Makhazine","97.6","672.9","656.6","2019-01-28"
"Oued El Makhazine","57.9","672.9","389.7","2018-01-28"
"Hassan II","71.2","392.31","279.28","2019-01-28"
"Hassan II","16.7","392.31","65.4","2018-01-28"
"Oued ZA","99.2","94.9","94.1","2019-01-28"
"Oued ZA","22.2","94.9","21","2018-01-28"
"Mohamed V","69.6","239.5","166.6","2019-01-28"
"Mohamed V","7.7","239.5","18.4","2018-01-28"
"Idriss 1er","81.4","1129.6","919.8","2019-01-28"
"Idriss 1er","42.9","1129.6","484.1","2018-01-28"
"Al Wahda","62.5","3522.3","2202.3","2019-01-28"
"Al Wahda","47.8","3522.3","1684.5","2018-01-28"
"El Kensera","98.1","216.4","212.3","2019-01-28"
"El Kensera","54.9","216.4","118.9","2018-01-28"
"Bin El Ouidane","73","1215.5","886.9","2019-01-28"
"Bin El Ouidane","19.6","1215.5","238.8","2018-01-28"
"Al Hanssali","58.2","668.2","389.2","2019-01-28"
"Al Hanssali","46.5","668.2","310.7","2018-01-28"
"Al Massira","28.8","2657","763.9","2019-01-28"
"Al Massira","18.4","2657","489.5","2018-01-28"
"Oued El Makhazine","97.8","672.9","658","2019-01-29"
"Oued El Makhazine","58","672.9","390.3","2018-01-29"
"Hassan II","71.2","392.31","279.39","2019-01-29"
"Hassan II","16.7","392.31","65.4","2018-01-29"
